title,url,servings,ingredients,calories,carbohydrates,proteins,fats,tags
Salmón wellington,https://recetas.lidl.es/recetas/salmon-wellington,4,"[""1 cebolla dulce"", ""110 g aceite de oliva virgen extra"", ""1 mostaza francesa"", ""80 ml lim\u00f3n"", ""500 g leche evaporada""]",735 kCal,53.24 g,39.68 g,39.15 g,"[""Segundos"", ""Pan y Masas"", ""Pescado y Marisco""]"
Huevos al nido con pisto,https://recetas.lidl.es/recetas/huevos-al-nido-con-pisto,6,"[""2 dientes ajos"", ""35 g cebollas dulces"", ""1 aceite de oliva virgen extra"", ""70 g pimiento verde"", ""100 g pimientos rojos"", ""85 g berenjenas"", ""3 calabacines"", ""6 tomates"", ""6 sal""]",359 kCal,47.44 g,15.61 g,11.85 g,"[""Primeros"", ""L\u00e1cteos y Huevos"", ""Vegetariana""]"
Ternera con verduras salteadas,https://recetas.lidl.es/recetas/ternera-con-verduras-salteadas,4,"[""500 g aceite de oliva virgen extra""]",444 kCal,20.25 g,29.51 g,28.03 g,"[""Segundos"", ""Carne y Aves"", ""Fruta y Verdura""]"
Dulces de chocolate y pistacho,https://recetas.lidl.es/recetas/dulces-de-chocolate-y-pistacho,8,"[""200 g chocolate blanco"", ""400 ml nata montada"", ""80 g mantequilla"", ""110 g pistachos""]",N/A,N/A,N/A,N/A,"[""Postres"", ""Postres y Dulces"", ""D\u00eda de la Madre""]"
Bacalao al pil pil,https://recetas.lidl.es/recetas/bacalao-al-pil-pil,4,"[""8 dientes de ajo"", ""270 ml aceite de oliva"", ""600 g bacalao salado""]",692 kCal,20.48 g,1.92 g,61.59 g,"[""Segundos"", ""Pescado y Marisco""]"
Napolitanas de chocolate,https://recetas.lidl.es/recetas/napolitanas-de-chocolate,8,"[""300 g cobertura de chocolate con leche"", ""25 ml leche"", ""2 l\u00e1minas hojaldre"", ""1 huevo""]",356 kCal,28.65 g,4.3 g,23.63 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Pan y Masas""]"
Empanadillas de atún,https://recetas.lidl.es/recetas/empanadillas-de-atun,5,"[""1 agua"", ""125 g puerro"", ""50 ml berenjenas"", ""350 g aceite de oliva virgen extra"", ""200 g vino blanco""]",955 kCal,161.11 g,25.09 g,17.31 g,"[""Aperitivos"", ""Primeros"", ""Pan y Masas"", ""Pescado y Marisco"", ""Recetas con conservas""]"
3 recetas de albóndigas,https://recetas.lidl.es/recetas/3-recetas-de-albondigas,12,"[""1 cebolla dulce"", ""250 g champi\u00f1ones"", ""350 g gambas"", ""80 g perejil"", ""80 g sal"", ""1 pimienta"", ""200 ml pan rallado""]",1028 kCal,29.16 g,19.48 g,46.96 g,"[""Segundos"", ""Fruta y Verdura"", ""Pescado y Marisco"", ""Vegetariana"", ""Vegana""]"
Serranitos,https://recetas.lidl.es/recetas/serranitos,4,"[""2 pimientos verdes"", ""8 aceite de oliva virgen extra"", ""2 filetes de lomo"", ""8 rebanadas tomates"", ""6 lonchas pan de molde""]",405 kCal,28.64 g,38.25 g,15.19 g,"[""Aperitivos"", ""Carne y Aves"", ""Regiones de Espa\u00f1a""]"
Patatas gratinadas,https://recetas.lidl.es/recetas/patatas-gratinadas,8,"[""1 cebolla dulce"", ""3 patatas"", ""200 g aceite de oliva virgen extra"", ""3 queso emmental"", ""400 ml huevos"", ""80 g leche evaporada""]",328 kCal,21.88 g,16.61 g,19.49 g,"[""Primeros"", ""Fruta y Verdura""]"
Galletas de mantequilla y cacao,https://recetas.lidl.es/recetas/galletas-de-mantequilla-y-cacao,6,"[""125 g mantequilla"", ""100 g az\u00facar moreno"", ""1 huevo"", ""250 g harina de trigo"", ""30 g cacao en polvo""]",554 kCal,60.72 g,6.83 g,28.96 g,"[""Postres"", ""Postres y Dulces"", ""San Valent\u00edn""]"
Arroz caldoso de pescado,https://recetas.lidl.es/recetas/arroz-caldoso-de-pescado,6,"[""600 g aceite de oliva virgen extra"", ""230 g merluza"", ""80 g cebollas dulces"", ""80 g pimientos verdes"", ""250 g pimientos rojos"", ""200 g tomate triturado"", ""750 ml arroz redondo"", ""1 caldo de pescado""]",263 kCal,31.69 g,16.19 g,7.49 g,"[""Segundos"", ""Primeros"", ""Arroz, Legumbres y Cereales"", ""Pescado y Marisco""]"
Huevo poché sobre puré de patatas,https://recetas.lidl.es/recetas/huevo-poche-sobre-pure-de-patatas,4,"[""600 g patatas"", ""400 ml leche desnatada""]",244 kCal,27.7 g,13.9 g,8.23 g,"[""Primeros"", ""L\u00e1cteos y Huevos"", ""Fruta y Verdura""]"
Pollo a la parmesana,https://recetas.lidl.es/recetas/pollo-a-la-parmesana,4,"[""600 g aceite de oliva virgen extra"", ""2 dientes pechugas de pollo"", ""40 g ajos"", ""100 g cebollas dulces"", ""1 cucharada bacon"", ""100 ml harina de trigo"", ""150 ml nata"", ""100 g caldo de pollo""]",541 kCal,5.78 g,67.68 g,25.7 g,"[""Segundos"", ""Carne y Aves""]"
Pimientos rellenos de arroz,https://recetas.lidl.es/recetas/pimientos-rellenos-de-arroz,4,"[""1 aceite de oliva virgen extra"", ""250 g cebolla"", ""350 g champi\u00f1ones"", ""200 ml pechugas de pollo"", ""300 ml caldo de pollo"", ""40 ml nata""]",675 kCal,79.01 g,32.73 g,25.3 g,"[""Primeros"", ""Arroz, Legumbres y Cereales"", ""Fruta y Verdura""]"
2 ideas en tupper,https://recetas.lidl.es/recetas/2-ideas-en-tupper,4,"[""150 g couscous"", ""150 ml agua""]",497 kCal,60.08 g,24.49 g,19.49 g,"[""Segundos"", ""Primeros"", ""Carne y Aves"", ""Arroz, Legumbres y Cereales"", ""Fruta y Verdura""]"
Guiso de conejo en pepitoria,https://recetas.lidl.es/recetas/guiso-de-conejo-en-pepitoria,4,"[""20 g harina de trigo"", ""500 g aceite de oliva virgen extra"", ""2 conejo"", ""1 dientes de ajo"", ""2 cebolla"", ""200 g zanahorias"", ""2 tomate frito"", ""6 hojas de laurel"", ""200 ml huevos"", ""100 g caldo de cocido""]",564 kCal,18.84 g,42.58 g,35.05 g,"[""Segundos"", ""Sopas y Cremas"", ""Carne y Aves""]"
Lubina con vinagreta de fresas,https://recetas.lidl.es/recetas/lubina-con-vinagreta-de-fresas,4,"[""250 g fresas"", ""80 ml aceite de oliva virgen extra"", ""1 cucharada miel"", ""1 lima""]",255 kCal,12.15 g,3.36 g,217.18 g,"[""Segundos"", ""Fruta y Verdura"", ""Pescado y Marisco""]"
Dorada gratinada con confitura de pimientos rojos,https://recetas.lidl.es/recetas/dorada-gratinada-con-confitura-de-pimientos-rojos,4,"[""250 ml agua"", ""50 g az\u00facar moreno"", ""20 ml vinagre de manzana"", ""400 g pimientos del piquillo""]",514 kCal,24.34 g,31.22 g,93.92 g,"[""Segundos"", ""Pescado y Marisco"", ""Fruta y Verdura""]"
Pastel de carne picada con verduras,https://recetas.lidl.es/recetas/pastel-de-carne-picada-con-verduras,4,"[""1 aceite de oliva virgen extra"", ""1 cebolla roja"", ""1 zanahoria"", ""1 pimiento rojo"", ""150 g pimiento verde"", ""80 ml jud\u00edas planas"", ""100 g vino tinto"", ""400 g champi\u00f1ones"", ""10 ml carne de ternera picada"", ""150 g salsa de soja"", ""2 tomate frito"", ""1 sal""]",802 kCal,62.44 g,30.94 g,68.15 g,"[""Segundos"", ""Primeros"", ""Postres y Dulces"", ""Carne y Aves"", ""Fruta y Verdura"", ""La Cocina de Lidl""]"
Pollo al horno con naranja,https://recetas.lidl.es/recetas/pollo-al-horno-con-naranja,4,"[""250 g patatas"", ""1 cebolla"", ""1 aceite de oliva virgen extra"", ""40 ml sal"", ""1 pimienta"", ""3 dientes perejil""]",2484 kCal,10.32 g,68.38 g,52.33 g,"[""Segundos"", ""Carne y Aves"", ""La Cocina de Lidl""]"
Focaccia con cebolla y aceitunas,https://recetas.lidl.es/recetas/focaccia-con-cebolla-y-aceitunas,8,"[""475 g harina de fuerza"", ""370 ml agua"", ""15 ml aceite de oliva"", ""20 g levadura fresca"", ""8 g sal""]",266 kCal,44.06 g,8.93 g,5.75 g,"[""Aperitivos"", ""Pan y Masas"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl"", ""P\u00edcnic"", ""Cumplea\u00f1os""]"
Montaditos de pollo,https://recetas.lidl.es/recetas/montaditos-de-pollo,6,"[""400 g pollo tropicana"", ""3 aceite de oliva""]",202 kCal,25.56 g,16.98 g,4.18 g,"[""Aperitivos"", ""L\u00e1cteos y Huevos"", ""Carne y Aves"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""P\u00edcnic"", ""Recetas de bocadillos y tostadas""]"
Huesos de santo,https://recetas.lidl.es/recetas/huesos-de-santo,5,"[""140 g almendras"", ""100 g az\u00facar"", ""60 ml agua""]",450 kCal,47.05 g,8.85 g,24.19 g,"[""Postres"", ""Postres y Dulces"", ""L\u00e1cteos y Huevos"", ""Halloween"", ""La Cocina de Lidl""]"
Dorada en salsa de mostaza,https://recetas.lidl.es/recetas/dorada-en-salsa-de-mostaza,4,"[""2 dientes de ajo"", ""1 cebolla dulce"", ""1 cucharada aceite de oliva virgen extra"", ""1 cucharada pimienta"", ""350 ml mostaza en grano"", ""200 g caldo de pescado"", ""400 g tomates cherry mix"", ""1 doradas""]",326 kCal,25.89 g,20.64 g,16.36 g,"[""Segundos"", ""Fruta y Verdura"", ""Pescado y Marisco"", ""La Cocina de Lidl""]"
Crema de verduras asadas,https://recetas.lidl.es/recetas/crema-de-verduras-asadas,4,"[""500 g calabazas"", ""1 pimiento rojo"", ""400 ml aceite de oliva virgen extra""]",271 kCal,16.35 g,4.43 g,21.22 g,"[""Primeros"", ""Arroz, Legumbres y Cereales"", ""Fruta y Verdura"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl"", ""P\u00edcnic""]"
Cupcakes de frambuesa y plátano,https://recetas.lidl.es/recetas/cupcakes-de-frambuesa-y-platano,12,"[""2 pl\u00e1tanos"", ""3 huevos"", ""3 cucharadas miel"", ""150 ml leche"", ""180 g harina de trigo"", ""8 g levadura"", ""100 g sal"", ""150 g copos de avena""]",364 kCal,43.27 g,7.19 g,18.93 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Pan y Masas"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""Cumplea\u00f1os"", ""P\u00edcnic""]"
Huevos al plato,https://recetas.lidl.es/recetas/huevos-al-plato,4,"[""3 ajos"", ""1 cebolla"", ""1 pimiento rojo"", ""100 g aceite de oliva virgen extra"", ""300 g taquitos de jam\u00f3n"", ""200 g tomate triturado"", ""4 guisantes""]",512 kCal,15.14 g,17.29 g,19.46 g,"[""Primeros"", ""L\u00e1cteos y Huevos"", ""Fruta y Verdura"", ""La Cocina de Lidl""]"
Tallarines chinos con verduras,https://recetas.lidl.es/recetas/tallarines-chinos-con-verduras,2,"[""200 g agua"", ""1 sal"", ""1 tallarines"", ""2 aceite de oliva virgen extra"", ""1 cebolleta"", ""1 cucharada puerro"", ""25 g zanahorias"", ""150 ml calabac\u00edn""]",668 kCal,106.73 g,18.99 g,16.23 g,"[""Primeros"", ""Pasta y Pizza"", ""Fruta y Verdura"", ""Recetas del Mundo"", ""La Cocina de Lidl""]"
Gofres de patata y zumo de naranja,https://recetas.lidl.es/recetas/gofres-de-patata-y-zumo-de-naranja,4,"[""400 g patatas"", ""1 cebolleta"", ""4 aceite de oliva virgen extra""]",416 kCal,51.56 g,21.05 g,15.38 g,"[""Aperitivos"", ""Desayunos y Meriendas"", ""Postres"", ""Primeros"", ""Pan y Masas"", ""Fruta y Verdura"", ""Pescado y Marisco"", ""La Cocina de Lidl"", ""D\u00eda de la Madre"", ""D\u00eda del Padre""]"
Yogur con coulis de arándanos,https://recetas.lidl.es/recetas/yogur-con-coulis-de-arandanos,7,"[""200 g ar\u00e1ndanos azules"", ""20 g az\u00facar"", ""50 ml agua""]",63 kCal,9.44 g,1.78 g,1.81 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""D\u00eda de la Madre"", ""D\u00eda del Padre"", ""Cumplea\u00f1os""]"
Tiramisú de ciruelas,https://recetas.lidl.es/recetas/tiramisu-de-ciruelas,5,"[""300 g ciruelas rojas"", ""60 g az\u00facar moreno"", ""150 g mascarpones"", ""180 ml nata montada""]",458 kCal,40.67 g,5.92 g,30.3 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""D\u00eda de la Madre"", ""D\u00eda del Padre"", ""Cumplea\u00f1os""]"
Zarzuela de marisco y pescado,https://recetas.lidl.es/recetas/zarzuela-de-marisco-y-pescado,4,"[""1 diente de ajo"", ""30 almendras"", ""2 rebanadas panes"", ""1 cebolla dulce"", ""500 g aceite de oliva virgen extra"", ""120 ml tomates"", ""400 ml vino blanco"", ""300 g caldo de pescado"", ""180 g merluza"", ""120 g sal"", ""100 g harina de trigo"", ""180 g pimienta""]",347 kCal,20.56 g,32.51 g,13.52 g,"[""Segundos"", ""Primeros"", ""Pescado y Marisco"", ""La Cocina de Lidl""]"
Tortilla de patatas y ensalada,https://recetas.lidl.es/recetas/tortilla-de-patatas-y-ensalada,4,"[""1 kg patata"", ""1 aceite de oliva"", ""10 cebolla""]",820 kCal,13.78 g,20.51 g,77.08 g,"[""Aperitivos"", ""Primeros"", ""L\u00e1cteos y Huevos"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""P\u00edcnic""]"
Macarrones con queso y brócoli,https://recetas.lidl.es/recetas/macarrones-con-queso-y-brocoli,4,"[""350 g sal"", ""1 penne""]",537 kCal,71.7 g,35.86 g,38.81 g,"[""Primeros"", ""Pasta y Pizza"", ""Fruta y Verdura"", ""La Cocina de Lidl""]"
Helado de aguacate y nueces,https://recetas.lidl.es/recetas/helado-de-aguacate-y-nueces,6,"[""150 ml bebida de arroz y nuez"", ""40 g az\u00facar"", ""40 g miel"", ""2 yema de huevo huevos"", ""3 aguacates"", ""1 lima""]",272 kCal,28.89 g,3.49 g,15.88 g,"[""Postres"", ""Postres y Dulces"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""Cumplea\u00f1os"", ""D\u00eda de la Madre"", ""D\u00eda del Padre""]"
3 tostadas con aguacate,https://recetas.lidl.es/recetas/3-tostadas-con-aguacate,3,"[""20 g cebolletas"", ""50 g tomates cherry"", ""1 sal"", ""1 rebanada lima"", ""80 g aceite de oliva virgen extra""]",345 kCal,36.96 g,5.44 g,21.22 g,"[""Aperitivos"", ""Desayunos y Meriendas"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""P\u00edcnic"", ""Recetas de bocadillos y tostadas""]"
Granola,https://recetas.lidl.es/recetas/granola,20,"[""100 g nueces"", ""100 g almendras"", ""300 g copos de avena"", ""300 g semillas para ensalada"", ""120 g aceite de oliva virgen extra"", ""4 cucharadas sirope de agave"", ""1 cucharada canela""]",278 kCal,13.92 g,7.33 g,20.81 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl"", ""P\u00edcnic"", ""Batch cooking""]"
Crema de calabacín y zanahoria,https://recetas.lidl.es/recetas/crema-de-calabacin-y-zanahoria,4,"[""1 puerro"", ""500 g aceite de oliva virgen extra"", ""200 g calabacines"", ""60 g zanahorias"", ""600 ml anacardos""]",228 kCal,17.57 g,5.69 g,15.05 g,"[""Primeros"", ""Sopas y Cremas"", ""Fruta y Verdura"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl""]"
Tarta de limón y mascarpone,https://recetas.lidl.es/recetas/tarta-de-limon-y-mascarpone,12,"[""120 ml leche"", ""60 g limones""]",395 kCal,23.41 g,7.88 g,29 g,"[""Postres"", ""Postres y Dulces"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""D\u00eda del Padre"", ""Cumplea\u00f1os""]"
Crêpes con crema de cacao,https://recetas.lidl.es/recetas/crepes-con-crema-de-cacao,6,"[""340 g harina de espelta"", ""1 cucharadita levadura"", ""600 ml bebida de soja"", ""50 ml aceite de oliva suave"", ""1 cucharada sirope de agave""]",878 kCal,50.51 g,18.27 g,62.38 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl"", ""D\u00eda de la Madre"", ""Cumplea\u00f1os"", ""D\u00eda del Padre""]"
Cinnamon rolls,https://recetas.lidl.es/recetas/cinnamon-rolls,12,"[""50 ml agua"", ""100 ml leche"", ""50 g az\u00facar moreno"", ""25 g levadura fresca"", ""400 g harina de fuerza"", ""1 sal"", ""50 g huevo""]",218 kCal,33.1 g,5.44 g,6.96 g,"[""Postres"", ""Postres y Dulces"", ""La Cocina de Lidl"", ""San Valent\u00edn""]"
Burger vegana,https://recetas.lidl.es/recetas/burger-vegana,2,"[""2 dientes de ajo"", ""2 cebollas"", ""400 g aceite de oliva virgen extra"", ""1 cucharada tomate triturado"", ""2 cucharadas sirope de agave"", ""1 cucharadita vinagre de manzana""]",942 kCal,90.23 g,37.05 g,47.44 g,"[""Segundos"", ""Fruta y Verdura"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl"", ""Recetas de bocadillos y tostadas""]"
Tarta de queso y galletas Neo,https://recetas.lidl.es/recetas/tarta-de-queso-y-galletas-neo,20,"[""240 ml leche"", ""90 g limones"", ""75 g cacao en polvo"", ""180 g harina de trigo"", ""150 g az\u00facar moreno"", ""1 sobre levadura"", ""2 sal"", ""180 ml huevos"", ""45 ml agua""]",278 kCal,39.76 g,3.96 g,17.43 g,"[""Postres"", ""Postres y Dulces"", ""La Cocina de Lidl"", ""Cumplea\u00f1os"", ""D\u00eda de la Madre"", ""D\u00eda del Padre""]"
Pizza vegana de verduras,https://recetas.lidl.es/recetas/pizza-vegana-de-verduras,2,"[""500 g patatas"", ""120 g zanahorias"", ""75 g lino""]",572 kCal,69.85 g,20.4 g,19.7 g,"[""Segundos"", ""Primeros"", ""Fruta y Verdura"", ""Pasta y Pizza"", ""Sin gluten"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl"", ""Recetas con conservas""]"
Boniato con tartar de remolacha,https://recetas.lidl.es/recetas/boniato-con-tartar-de-remolacha,4,"[""500 g batatas""]",285 kCal,35.65 g,4.98 g,13.45 g,"[""Aperitivos"", ""Fruta y Verdura"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl"", ""Navidad""]"
Polvorones veganos para Navidad,https://recetas.lidl.es/recetas/polvorones-veganos-para-navidad,10,"[""200 g almendras tostadas"", ""200 g harina de trigo"", ""100 ml aceite de oliva suave"", ""15 ml anises"", ""65 g sirope de agave"", ""1 cucharadita canela""]",301 kCal,20.58 g,6.42 g,20.08 g,"[""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl"", ""Navidad""]"
Merluza en salsa verde para Navidad,https://recetas.lidl.es/recetas/merluza-en-salsa-verde-para-navidad,4,"[""2 dientes ajos"", ""85 g cebolletas"", ""200 g aceite de oliva virgen extra"", ""2 cucharadas guisantes"", ""250 ml harina de trigo"", ""600 ml vino blanco""]",361 kCal,12.9 g,40.35 g,12.48 g,"[""Segundos"", ""Pescado y Marisco"", ""La Cocina de Lidl"", ""Navidad""]"
Batido de chocolate con nata,https://recetas.lidl.es/recetas/batido-de-chocolate-con-nata,4,"[""500 g mangos"", ""120 g cobertura de chocolate con leche"", ""40 g d\u00e1tiles"", ""300 ml leche de coco""]",513 kCal,60.43 g,3.89 g,29.83 g,"[""Postres"", ""Postres y Dulces"", ""Bebidas"", ""La Cocina de Lidl"", ""Navidad""]"
Canelones veganos de calabacín,https://recetas.lidl.es/recetas/canelones-veganos-de-calabacin,4,"[""2 dientes ajos"", ""40 g cebollas"", ""220 g zanahorias"", ""100 g berenjenas"", ""220 g coliflor"", ""500 g aceite de oliva virgen extra""]",315 kCal,35 g,7 g,20 g,"[""Segundos"", ""Primeros"", ""Fruta y Verdura"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl"", ""Navidad""]"
Milhojas de membrillo,https://recetas.lidl.es/recetas/milhojas-de-membrillo,4,"[""250 g manzanas granny smith""]",705 kCal,74.73 g,9.38 g,40.68 g,"[""Aperitivos"", ""Postres"", ""Postres y Dulces"", ""La Cocina de Lidl"", ""Navidad""]"
Tacos de langostinos,https://recetas.lidl.es/recetas/tacos-de-langostinos,4,"[""1 cebolleta"", ""50 g pimientos rojos"", ""50 g pimientos verdes"", ""1 tomate"", ""250 g aguacates"", ""1 aceite de oliva virgen extra""]",386 kCal,31.5 g,28.5 g,16.45 g,"[""Aperitivos"", ""Primeros"", ""Pescado y Marisco"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""P\u00edcnic""]"
Tarta de limón y arándanos,https://recetas.lidl.es/recetas/tarta-de-limon-y-arandanos,8,"[""2 pl\u00e1tanos"", ""150 g nueces"", ""80 g d\u00e1tiles"", ""150 g copos de avena""]",320 kCal,39.38 g,8.42 g,19.88 g,"[""Postres"", ""Postres y Dulces"", ""Fruta y Verdura"", ""Vegana"", ""La Cocina de Lidl"", ""Cumplea\u00f1os"", ""D\u00eda de la Madre"", ""D\u00eda del Padre"", ""P\u00edcnic""]"
Tosta de aguacate y jamón con pesto,https://recetas.lidl.es/recetas/tosta-de-aguacate-y-jamon-con-pesto,2,"[""2 rebanadas pan de cereales"", ""1 aguacate"", ""2 jam\u00f3n serrano""]",822 kCal,36.77 g,33.05 g,58.35 g,"[""Desayunos y Meriendas"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""P\u00edcnic"", ""Verano"", ""Recetas con embutidos y quesos"", ""Recetas de bocadillos y tostadas""]"
Skyr con muesli y frutas,https://recetas.lidl.es/recetas/skyr-con-muesli-y-frutas,2,"[""2 kiwis"", ""60 g uvas rojas"", ""2 skyr""]",202 kCal,23.35 g,22.3 g,1.65 g,"[""Desayunos y Meriendas"", ""Postres"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""P\u00edcnic"", ""Cumplea\u00f1os""]"
Rollo de calabacín y zanahoria con jamón y queso,https://recetas.lidl.es/recetas/rollo-de-calabacin-y-zanahoria-con-jamon-y-queso,4,"[""1 zanahoria"", ""1 calabac\u00edn"", ""4 huevos""]",543 kCal,3.52 g,29.87 g,168.7 g,"[""Aperitivos"", ""Fruta y Verdura""]"
Pinchos con salsa BBQ,https://recetas.lidl.es/recetas/pinchos-con-salsa-bbq,4,"[""800 g pechugas de pollo""]",498 kCal,22.17 g,50.37 g,22.45 g,"[""Aperitivos"", ""Segundos"", ""Carne y Aves"", ""La Cocina de Lidl"", ""P\u00edcnic""]"
Hamburguesas caseras de merluza,https://recetas.lidl.es/recetas/hamburguesas-caseras-de-merluza,4,"[""3 dientes perejil"", ""500 g ajos"", ""1 cucharada filetes de merluza"", ""1 sal""]",493 kCal,40.89 g,26.81 g,23.26 g,"[""Segundos"", ""Pescado y Marisco"", ""La Cocina de Lidl"", ""P\u00edcnic""]"
Ceviche de bacalao,https://recetas.lidl.es/recetas/ceviche-de-bacalao,4,"[""55 g pimientos rojos"", ""2 dientes ajos"", ""180 g cebolletas"", ""1 kg lima"", ""400 g pimienta"", ""200 g sal"", ""200 g cilantro fresco""]",511 kCal,9.79 g,78.35 g,15 g,"[""Aperitivos"", ""Primeros"", ""Pescado y Marisco"", ""La Cocina de Lidl""]"
Navajas en salsa,https://recetas.lidl.es/recetas/navajas-en-salsa,4,"[""2 aceite de oliva virgen extra"", ""150 g dientes de ajo"", ""150 ml cebollas"", ""20 ml caldo de pescado"", ""0.5 vino blanco"", ""500 g sal""]",155 kCal,5.93 g,23.05 g,3.72 g,"[""Aperitivos"", ""Primeros"", ""Pescado y Marisco"", ""La Cocina de Lidl""]"
Salsa brava,https://recetas.lidl.es/recetas/salsa-brava,8,"[""1 ajo"", ""1 cebolla dulce"", ""50 aceite de oliva virgen extra"", ""1 piment\u00f3n"", ""400 tomate triturado"", ""1 harina de ma\u00edz"", ""15 tabasco"", ""15 vinagre bals\u00e1mico"", ""1 az\u00facar moreno""]",N/A,N/A,N/A,N/A,"[""Guarniciones"", ""Salsas""]"
Pata asada con salsa de plátano y manzana,https://recetas.lidl.es/recetas/pata-asada-con-salsa-de-platano-y-manzana,8,"[""1 paleta de cerdo con piel"", ""1 vaso sal""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Carne y Aves"", ""Canarias""]"
Huevos rellenos de atún y langostinos,https://recetas.lidl.es/recetas/huevos-rellenos-de-atun-y-langostinos,3,"[""6 huevos"", ""50 g at\u00fan en aceite"", ""6 langostinos"", ""2 pimientos del piquillo"", ""200 g queso de cabra"", ""2 cucharadas tomate frito""]",N/A,N/A,N/A,N/A,"[""Aperitivos"", ""Pescado y Marisco"", ""Canarias""]"
Canapés dulces y salados,https://recetas.lidl.es/recetas/canapes-dulces-y-salados,4,"[""110 g pat\u00e9 de perdiz"", ""80 g queso fresco""]",N/A,N/A,N/A,N/A,"[""Aperitivos"", ""Pan y Masas"", ""Canarias""]"
Pizza Deluxe con base y queso canario,https://recetas.lidl.es/recetas/pizza-deluxe-con-base-y-queso-canario,4,"[""1 base de pizza"", ""60 g cebollas dulces"", ""30 g tomates secos al romero"", ""100 g bresaola""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Canarias""]"
Brazo de gitano con salmón y aguacate,https://recetas.lidl.es/recetas/brazo-de-gitano-con-salmon-y-aguacate,4,"[""200 g mayonesa"", ""5 g cebollinos"", ""1 cucharadita tabasco"", ""1 l\u00e1mina bizcocho"", ""200 g salm\u00f3n ahumado"", ""150 g surimi"", ""1 aguacate"", ""2 cucharadas cebolla caramelizada"", ""250 g mascarpones"", ""60 g remolachas"", ""1 melocot\u00f3n en alm\u00edbar""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Canarias""]"
"Pato al horno con miel, ciruelas y anacardos",https://recetas.lidl.es/recetas/pato-al-horno-con-miel-ciruelas-y-anacardos,4,"[""1 pato entero"", ""500 g chalotas"", ""150 g ciruelas sin hueso"", ""100 g anacardos"", ""4 cucharadas miel"", ""2 cucharadas salsa de soja"", ""1 cucharadita copos de chile"", ""1 naranja"", ""43 g mermelada de naranja con cardamomo"", ""2 cucharadas az\u00facar moreno"", ""200 ml vino tinto""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Canarias""]"
Salmón al horno,https://recetas.lidl.es/recetas/salmon-al-horno,4,"[""900 g salm\u00f3n"", ""3 dientes aceite de oliva"", ""1 sal"", ""1 pimienta"", ""100 ml ajos"", ""30 ml lima"", ""45 g lim\u00f3n""]",460 kCal,9.3 g,36.21 g,30.5 g,"[""Segundos"", ""Pescado y Marisco""]"
Pastel de brócoli y pavo,https://recetas.lidl.es/recetas/pastel-de-brocoli-y-pavo,4,"[""500 g br\u00f3coli"", ""1 agua"", ""100 g sal"", ""4 aceite de oliva virgen extra""]",216 kCal,6.89 g,21.5 g,3 g,"[""Primeros"", ""Fruta y Verdura""]"
Pasta al curry sin lactosa,https://recetas.lidl.es/recetas/pasta-al-curry-sin-lactosa,4,"[""400 g agua"", ""1 sal"", ""150 g espaguetis integrales ecol\u00f3gicos"", ""3 cucharditas aceite de oliva virgen extra"", ""1 cucharada cebolla dulce"", ""500 ml espinacas""]",517 kCal,83.7 g,21.28 g,11.44 g,"[""Primeros"", ""Pasta y Pizza"", ""Sin lactosa""]"
